gene_id	ERR883767_1	ERR883768_1	ERR883769_1	ERR883770_1	ERR883771_1	ERR883772_1
LOC100649058	4	3	4	3	3	8
LOC105665807	14	9	7	7	5	3
LOC100648435	1	0	0	0	0	1
LOC110119316	0	2	2	22	18	48
LOC100649292	7	6	4	1	1	14
LOC100649411	0	0	0	1	0	0
LOC100649533	0	0	0	0	0	0
LOC105665808	0	0	0	0	0	0
LOC100648631	0	0	0	0	0	0
LOC100648823	4	5	3	7	3	11
LOC100648939	29	13	15	18	7	20
LOC100649768	62	74	56	18	11	29
LOC110119339	155	166	179	16	10	16
LOC110119338	4	8	3	8	2	6
LOC110119337	1	2	5	3	2	3
LOC100646465	595	503	567	839	471	773
LOC100648555	16	13	14	54	31	85
LOC100646223	43	62	66	299	214	284
LOC100648436	75	56	47	38	22	38
LOC105665830	1	2	1	14	10	21
LOC100648319	839	962	1044	1112	760	715
LOC110119364	593	574	498	215	140	103
LOC100645630	1825	1756	1654	405	307	198
LOC100645872	765	825	655	737	442	717
LOC100645752	197	90	320	307	338	134
LOC100645521	1268	1079	1231	1696	1202	1829
LOC110119370	8	3	6	21	4	43
LOC110119371	1	0	0	0	0	2
LOC100645195	771	724	866	1741	1047	2103
LOC100645079	7777	7043	6502	4253	2494	3668
LOC100648204	1873	1928	2341	2673	2131	2142
LOC100644963	1621	1341	1535	1065	1023	784
LOC110119335	4	1	4	0	4	4
LOC105665825	508	676	755	258	263	144
LOC100644720	23876	24310	31878	67376	54962	60061
LOC110119368	23	24	20	42	34	25
LOC110119365	399	409	660	2543	1959	3480
LOC105665824	266	298	334	253	269	204
LOC110119367	2	3	3	9	3	4
LOC110119366	1	4	1	6	1	1
LOC105665829	21	43	22	73	45	58
LOC100644521	497	428	567	635	388	463
LOC100647846	5	5	7	12	7	12
LOC100644327	446	518	676	1123	632	464
LOC110119329	6	2	5	5	4	2
LOC100643404	192	257	340	876	547	883
TRNAT-CGU	0	0	4	1	0	0
LOC100643608	574755	635758	618023	174	201	51
LOC100643731	35880	25686	55651	22669	38630	14821
LOC110119362	0	7	4	5	0	10
LOC100643931	858	536	918	825	725	618
LOC100642805	481	466	402	317	208	224
LOC100643283	230	236	270	488	335	546
LOC100643040	260	269	309	492	476	339
LOC100643160	7	2	8	9	10	4
LOC100642689	1556	1592	1494	1065	673	708
LOC100642567	3618	3051	4409	22655	20040	16008
LOC100642327	901	809	637	392	268	417
LOC100642204	249	225	293	379	275	274
LOC100652232	1288	1092	1108	526	346	376
LOC100652115	356	321	418	392	272	308
LOC100647729	37	37	43	14	21	12
LOC100647616	3079	2923	3105	96	26	38
LOC100651679	1176	1237	1147	886	673	737
LOC105665822	2308	1922	2624	3059	2285	1719
LOC100651919	353	310	316	150	90	116
LOC100651799	202	228	267	126	77	131
LOC100651521	1685	1356	2050	8385	6185	5883
LOC100651281	2606	2414	2381	1600	1083	1193
LOC100651157	2308	2090	1985	1267	755	865
LOC100650924	284	304	291	593	386	698
LOC100651038	196	186	194	1816	939	694
LOC105665820	14	12	17	32	25	12
LOC100650642	922	786	961	3191	2712	2237
LOC100647498	1224	1256	1373	969	920	775
LOC105665818	9	3	7	11	0	9
LOC100650524	75	95	97	254	76	142
LOC100650402	747	779	989	2821	1898	2241
LOC100650279	379	454	546	491	228	347
LOC110119355	3	8	5	10	4	5
LOC110119356	4	2	0	4	1	0
LOC110119331	471	507	563	851	625	571
LOC105665817	271	217	302	138	89	233
LOC105665816	40	37	67	27	29	67
LOC100649879	935	926	922	690	432	508
LOC100643077	5065	4701	3223	296	217	353
LOC100642959	4771	4703	3195	800	713	736
LOC100642842	5215	4598	4660	1911	1087	1408
LOC100642724	1995	1735	1919	18425	18589	11693
LOC105665815	142	130	72	191	62	153
LOC100642604	16	18	28	19	15	20
LOC105665814	46	38	29	25	24	23
LOC100642487	2149	1942	1414	408	222	325
LOC100642366	1454	1557	1576	1622	998	997
LOC100642247	928	861	896	581	414	465
LOC100652074	3434	3240	3690	2155	1397	1693
LOC100651800	397	422	360	211	105	193
LOC110119330	7	5	11	39	15	26
LOC100651601	531	695	994	230	191	223
LOC100651485	0	0	1	0	0	0
LOC100647260	167	133	73	39	43	47
LOC110119340	2	1	2	36	30	5
LOC110119341	2	4	7	11	16	49
LOC110119357	1	0	0	0	0	2
LOC105665828	520	478	187	0	0	1
Def	3746	5938	3310	2184	946	571
LOC100651198	17466	16683	20578	3925	3784	4922
LOC110119342	12	16	6	4	2	14
LOC100651077	1625	1702	1837	1828	1392	1575
LOC100650843	1447	1454	1717	1908	1137	1225
LOC100646903	35	47	48	33	27	42
LOC100646780	16	18	28	27	19	20
LOC110119361	64	65	122	154	114	94
LOC100650598	533	496	811	519	367	309
LOC100650403	749	703	875	1448	1137	1246
LOC100649958	2207	1974	2538	2571	1992	1995
LOC100650280	183	164	209	202	107	139
LOC100650723	264	224	273	239	187	163
LOC100650153	1078	1107	1240	2076	1822	1551
LOC100649498	3246	3167	3557	2369	1651	1755
LOC100649622	2280	2097	2362	1747	1430	1217
LOC100649841	115	116	86	112	83	73
LOC100649730	446	480	860	1658	1239	900
LOC100649293	450	437	501	565	290	229
LOC100649174	931	890	1068	1128	1142	910
LOC100649059	132	136	145	132	104	111
LOC100648673	7022	6787	12166	44047	25074	38470
LOC110119350	60	55	73	157	139	157
LOC100648090	235	204	235	419	188	285
LOC100647022	149	127	151	153	49	108
LOC100645987	893	910	1179	2787	1911	3327
LOC110119332	7	19	16	27	23	43
LOC100644846	20	26	25	251	111	292
LOC110119344	8	5	6	2	0	3
LOC105665811	2	5	0	3	1	8
LOC100650076	2581	2541	2792	2010	1421	1595
LOC105665827	62	47	53	100	77	127
LOC100651402	181	117	385	286	152	275
LOC100642450	1909	1937	1988	1799	1201	848
LOC100652278	357	314	441	360	210	255
LOC100647378	731	592	685	502	353	331
LOC100650959	2281	2140	2081	1495	1208	1655
LOC100646656	8	10	4	100	44	196
LOC100648940	689	586	852	922	992	577
LOC110119334	22	7	8	113	85	138
LOC105665832	74	69	65	148	69	161
LOC100644058	1505	1306	2916	955	1093	370
LOC100643804	49	40	25	6	3	0
LOC100644292	3093	2735	2626	2355	1930	2119
LOC100644402	81	51	71	113	104	120
LOC110119363	1	1	4	3	8	5
LOC100643197	831	716	707	639	449	531
LOC100643323	679	622	529	187	122	151
LOC100643447	209	166	293	222	167	212
LOC100643932	0	0	0	2	0	0
LOC110119336	0	0	0	81	49	150
LOC100643572	61	82	109	255	145	189
LOC105665835	4	2	7	18	6	12
TRNAF-GAA-2	0	0	0	0	0	0
LOC105665836	0	0	0	17	8	31
LOC100643692	148	122	86	15	13	5
LOC105665834	43031	39751	28383	0	4	2
LOC105665833	101	100	103	32	23	48
LOC100648277	443	456	511	373	262	318
LOC100642451	485	474	620	744	748	342
LOC100652039	555	505	559	543	325	480
LOC105665837	10	4	4	7	7	12
LOC100644252	4782	4459	5223	3284	2418	2340
LOC105665838	1068	1107	1167	927	673	581
LOC100644924	153	130	174	218	134	138
LOC100645793	1736	1683	1983	1993	1065	1397
LOC100646180	1056	987	920	391	282	282
LOC100647458	1139	1036	984	666	582	508
LOC100649769	1457	1391	1395	1322	1136	1774
LOC100649655	405	355	465	346	276	261
LOC100650925	3297	2881	3100	1598	1020	1073
LOC100651995	2315	2113	1996	817	587	498
LOC100643161	933	830	740	466	323	363
LOC100644366	938	733	556	27	8	25
LOC105665839	496	455	367	1	0	1
LOC100645445	44	79	80	80	81	263
LOC100646342	9	15	10	59	50	76
LOC100648633	720	586	594	394	233	263
LOC100647499	1223	1323	1444	1147	705	771
LOC100650361	144	143	135	113	67	59
LOC100649575	639	499	549	320	270	246
LOC105665840	584	436	513	486	328	289
LOC100650844	1007	1113	984	689	284	423
LOC105665842	1	2	0	7	2	10
LOC100651564	61	59	67	173	103	106
LOC100643078	191	151	284	328	219	213
LOC110119369	1	3	1	8	2	5
LOC100643324	365	457	575	510	338	668
LOC105665843	32	30	25	42	7	36
LOC100643649	957	856	1277	978	746	715
LOC100643527	427	392	503	978	682	702
LOC100649995	128	131	129	141	90	102
LOC100643764	1210	1013	1059	701	428	477
LOC100643890	210	212	186	147	105	122
LOC100644016	441	455	414	251	218	178
LOC100644130	567	550	653	554	370	412
LOC100644438	79	60	99	128	124	135
LOC100644556	74	59	127	82	66	79
LOC100644677	195	183	193	184	137	158
LOC100644801	1670	1650	1654	926	659	668
LOC100645004	2018	1895	1812	681	394	592
LOC100645372	272	271	374	227	152	142
LOC100645675	308	302	255	333	239	222
LOC100645244	1478	1350	1369	770	603	592
LOC100645489	13704	11534	12431	3748	2549	2914
LOC100645122	26	20	24	91	21	68
LOC100645908	1145	1688	673	565	268	512
LOC100646142	19	22	45	38	47	42
LOC100646021	1115	1105	1202	704	476	429
LOC100646343	20659	17027	23955	33187	23482	24234
LOC100650115	7662	7373	8251	7516	5251	5935
LOC100646707	803	788	722	350	264	185
LOC100644604	121	137	154	192	110	174
LOC100645488	372	329	364	273	192	206
LOC100645285	638	560	604	198	113	162
LOC100645594	67	56	122	26	20	23
LOC100644721	183	189	344	478	249	498
LOC100650482	0	0	0	0	0	0
LOC100650599	350	376	499	320	196	263
LOC100645833	251	249	306	219	182	148
LOC100645948	1410	1387	1245	823	476	479
LOC100646063	855	593	1012	1450	839	1443
LOC100646296	1011	954	1020	1134	740	762
LOC100646413	308	372	398	214	175	255
LOC100646657	701	607	759	598	449	497
LOC100646535	1450	1577	1425	2145	1403	2140
LOC100646904	194	132	205	136	98	91
LOC100646781	22	13	24	14	16	23
LOC100647023	8	10	4	23	9	34
LOC100647144	393	366	413	546	443	605
LOC100647335	173	172	145	98	67	95
LOC100647576	17	12	20	38	23	48
LOC100647693	19	18	26	74	62	98
LOC100647898	838	814	591	447	292	438
LOC100648019	590	546	607	321	226	224
LOC100648133	1995	1589	2381	3287	3590	2037
LOC100648248	1242	1117	1114	535	323	490
LOC100631053	82796	75315	99911	208	646	192
LOC100650724	0	0	0	26	60	28
LOC100650960	447	432	459	563	447	563
LOC100648632	2147	2145	2794	2406	2180	1568
LOC100648747	4045	3634	2992	1394	877	1219
LOC100648941	376	328	391	212	169	181
LOC100649060	186	176	206	22	15	16
LOC100649175	497	501	554	771	426	599
LOC100649294	1256	1277	1005	249	193	255
LOC100649412	5	7	13	46	23	68
LOC100649534	1417	1538	1986	1518	1501	1259
LOC100649842	193	190	211	166	111	110
LOC100649959	3616	3301	4033	6956	4269	6912
LOC100650201	3878	3567	3709	1754	1282	1536
LOC100650077	1275	1244	2495	13812	8988	11513
LOC110119349	7	8	11	17	5	14
LOC100651199	5	8	9	28	18	23
LOC100650321	699	711	649	414	257	288
LOC100651039	271	227	345	293	229	237
LOC100650439	799	775	833	461	307	404
LOC100650683	1262	1178	1070	437	273	276
LOC105665847	4723	4135	3098	38	33	19
LOC100650809	1762	1549	1860	1982	1308	1375
LOC100650559	653	573	538	282	229	191
LOC100651324	646	606	794	891	597	625
LOC100651158	445	467	395	319	233	267
LOC100651522	1280	1103	1120	904	624	619
LOC100651442	530	474	528	562	427	426
LOC100651282	582	576	675	548	388	461
LOC100651878	506	486	626	570	374	364
LOC100651639	646	635	593	629	417	432
LOC110119358	7	0	4	0	1	3
LOC100651758	1073	980	744	87	51	68
LOC105665848	365	324	368	192	160	150
LOC100652116	1604	1375	1246	246	215	204
LOC100651680	711	615	612	595	326	479
LOC100651403	4240	4042	4847	4395	2940	3727
LOC100652233	1112	1059	1090	861	510	531
LOC110119359	2	1	2	0	0	1
LOC100642205	139	133	102	7	7	9
LOC100643526	5230	4504	6364	6770	5275	5815
LOC100642568	907	866	854	562	314	478
LOC110119346	262	268	263	141	95	168
LOC100642806	444	374	368	195	160	243
LOC100643041	1266	1246	1620	182	121	188
LOC100642328	1273	1580	1784	362	223	445
LOC110119347	6	5	8	3	6	13
LOC100643284	2317	2064	2423	1344	722	585
LOC100643648	212	173	238	250	172	175
LOC100642926	127	143	163	213	132	191
LOC100651801	38	25	46	6	8	6
LOC100642690	1068	988	1051	632	446	512
LOC100643889	1312	1242	1279	1940	1344	1758
LOC110119352	71	25	40	1	1	2
LOC105665849	0	2	2	7	1	10
LOC110119353	0	2	1	3	3	2
LOC100644251	415	355	361	372	256	175
LOC100644129	126	112	103	80	49	78
LOC110119351	262	190	157	47	30	40
LOC100644484	877	723	612	189	88	131
LOC100644605	3490	3268	5077	19430	17550	13274
LOC100644722	529	512	574	334	201	244
LOC100644847	28	27	28	45	46	50
LOC100644964	563	489	650	579	393	427
LOC100645080	604	534	585	672	572	576
LOC100645324	14	15	9	15	9	27
LOC100651920	25	25	12	19	31	35
LOC100652160	120	100	150	313	227	289
LOC100645559	0	0	0	3	3	7
LOC100652279	2	2	9	383	241	559
LOC100645674	230	201	170	192	81	151
LOC100642248	2	3	9	278	426	322
LOC100642367	21	14	19	6	3	1
LOC100645988	1679	1352	766	81	69	58
LOC100646585	2	3	7	24	11	3
LOC100646466	316	242	361	657	491	543
LOC105665851	1770	1994	2017	327	2857	20
LOC100646106	7265	7183	8436	3920	14004	498
LOC100646224	20	33	46	24	40	431
LOC100646706	773	749	909	1124	677	752
LOC110119328	9	10	15	27	7	17
LOC100646905	1099	1079	1230	1343	1386	954
LOC100647024	841	878	926	1140	719	1023
LOC100647145	1267	1194	1078	406	308	230
LOC100647261	1284	1340	1942	363	344	115
LOC100642488	38	30	34	19	20	19
LOC105665853	64	48	46	25	10	12
LOC100642605	24	20	22	37	28	14
LOC100647379	1127	1086	1077	755	447	522
LOC100647617	120	125	129	20	12	15
LOC105665854	3	1	0	14	2	21
LOC100647730	0	0	0	0	1	0
LOC100647847	12878	14472	16800	19215	12829	9032
LOC100648163	797	731	698	1122	661	787
LOC100642725	71	56	36	149	72	68
LOC100647967	177	203	157	508	264	163
LOC100648394	5009	4599	6123	4208	2176	3596
LOC100642843	2	2	1	2	1	2
LOC110119354	3	6	1	31	2	11
LOC100648511	447	417	468	305	231	222
LOC100648748	42	44	36	193	99	149
LOC100648861	1756	1704	1543	266	231	203
LOC100648976	1282	1216	1308	1416	1085	770
LOC100649090	1943	1675	1631	1476	1011	1566
LOC100649330	354	345	261	154	105	130
LOC105665852	42	33	29	24	14	25
LOC100649450	786	689	452	32	24	50
LOC100649210	349	379	328	381	249	527
LOC105665855	3408	3055	2940	3012	2039	1909
LOC100643198	454	470	548	672	633	562
LOC100647968	674	660	507	367	238	270
LOC100647694	420	451	394	184	101	98
LOC100647577	231	219	112	3	5	13
LOC100647459	694	580	655	590	479	480
LOC100647336	663	634	837	809	356	598
LOC100647217	54	61	73	252	171	271
LOC100648674	334	333	292	202	113	124
LOC100646827	32	21	18	58	13	41
LOC105665859	6	5	9	6	1	6
LOC100643805	527	536	597	742	612	610
LOC100643693	123	103	148	301	198	294
LOC100643573	796	734	927	671	561	548
LOC100643448	6134	5385	7158	9821	7984	5395
LOC100643325	988	964	1009	576	438	332
LOC100643199	292	295	379	737	501	462
LOC100643079	1031	927	861	338	245	275
LOC100642961	63	49	70	128	83	85
LOC100642691	1097	945	1006	585	392	413
LOC100642569	117	116	93	64	35	55
LOC100642452	511	494	434	133	131	130
LOC100642329	154	169	153	157	120	130
LOC100642206	1550	1285	1545	903	568	790
LOC100652234	671	650	638	812	502	626
LOC100651996	11078	9561	11059	5843	3739	2796
LOC110119343	6	4	8	7	5	3
LOC100652117	360	284	373	245	172	102
LOC100651879	605	520	584	423	302	232
LOC105665858	120	127	146	225	146	178
LOC100651565	3366	3173	4339	4585	2247	4278
LOC100651443	360	328	441	561	390	386
LOC100651325	12	14	12	9	1	5
LOC100651200	3475	3224	3044	782	498	505
LOC100650961	1080	921	1088	1413	1062	829
LOC100650725	407	404	376	140	89	78
LOC100651079	840	802	822	422	367	289
LOC100650600	4788	3841	4604	5130	4852	3591
LOC100650483	1925	1673	1975	1566	1064	1256
LOC100650281	2090	2050	2251	2340	1979	1990
LOC100649926	2491	2740	3157	4749	2867	3615
LOC100650037	58	47	50	287	312	188
LOC100649807	91	90	132	304	214	229
LOC105665856	0	0	1	32	10	57
LOC110119333	1	3	1	16	9	22
LOC100649691	1158	961	1460	1512	1330	929
LOC100649499	691	799	714	984	528	689
LOC100648437	1913	1869	1021	67	46	77
LOC100648897	359	325	367	226	204	278
LOC110119165	51	37	45	66	35	62
LOC100649018	425	382	510	1640	1408	1123
LOC100647097	1550	1526	1645	1698	1076	1477
LOC100649135	47	46	66	67	29	62
LOC100648320	297	302	206	948	563	1708
LOC100650845	1912	1965	1868	1678	1002	1302
LOC100651759	668	614	669	549	343	510
LOC100642807	45542	40946	50761	27250	23071	23503
LOC110119360	2	5	7	13	13	11
LOC100648205	34	41	66	31	16	29
LOC100650154	1	0	2	0	0	1
LOC105665860	0	0	0	0	0	1
LOC100650155	127	111	135	14	5	5
LOC100645164	170	145	184	144	96	143
LOC100642756	1651	1545	1514	821	583	582
LOC100646536	125	127	152	109	48	57
LOC100645794	1057	962	851	330	250	392
LOC100646708	1599	1430	1579	924	669	666
LOC100644253	1035	1160	1153	1665	1339	1227
LOC100646658	334	353	398	1307	732	498
LOC105665861	708	686	688	577	460	500
LOC100649211	489	433	625	723	518	643
LOC100647848	1682	1520	1600	1145	782	954
LOC100643240	950	905	874	372	290	308
LOC100650560	3142	3344	3572	5832	3868	4943
LOC100644173	1640	1540	1703	1523	1232	1264
LOC100645677	23	16	18	33	34	39
LOC100651921	229	212	294	212	321	231
LOC100646862	599	559	765	1270	1145	900
LOC100646782	2133	1702	2754	3689	2561	2346
LOC100650811	657	634	849	717	575	422
LOC100652236	415	362	435	931	599	723
LOC100644328	555	486	448	179	125	168
LOC100643080	1568	1385	2067	4196	4058	2417
LOC100649377	2535	2522	3275	1860	1185	1127
LOC100645753	117	102	137	13	14	7
LOC100646907	757	699	762	684	425	508
LOC105665862	206	171	151	108	89	101
LOC100647501	196	167	138	149	76	59
LOC100648438	251	250	325	907	342	635
LOC105665864	39	37	44	13	11	6
LOC105665863	29	55	58	2	7	5
LOC100649212	21	21	23	115	56	198
LOC105665892	0	2	3	24	17	26
LOC100650156	1314	1184	1276	1265	715	847
LOC110119421	28	40	65	233	124	132
LOC110119470	316	330	220	485	445	573
LOC100650322	4199	3884	3912	2606	1855	3019
LOC100650525	5204	4315	6144	6608	5101	5256
LOC100650643	680	532	932	1004	1336	677
LOC100650766	756	687	664	322	202	296
LOC100651159	646	544	571	320	200	208
LOC100647027	207	175	128	44	32	35
LOC100650883	1933	1919	1642	1402	1155	905
LOC100651283	763	815	909	1757	1156	1930
LOC110119471	1	2	1	4	2	4
LOC100651404	1489	1249	1043	364	236	223
LOC100651524	3780	3771	4018	2068	1821	1695
LOC100647147	55	65	54	65	67	69
LOC100651641	127	104	126	217	198	214
LOC105665866	523	485	523	255	171	172
LOC100651954	144	178	241	436	332	426
LOC100652075	3348	2692	3339	3206	2043	3580
LOC100652193	401	370	331	588	361	528
LOC100652313	559	558	534	319	169	295
LOC100642284	1574	1435	1615	1075	814	845
LOC105665867	3305	2837	4035	10823	8685	8376
LOC100642808	984	920	791	647	396	512
LOC100644017	117	97	71	33	12	45
LOC100644131	2808	2751	3273	3665	3238	3560
LOC105665893	316	327	384	507	398	341
LOC100644439	1818	1489	1777	2086	1357	1695
LOC110119451	8	10	7	17	3	10
LOC100644557	105	111	135	1392	629	2039
LOC100644678	232	204	260	190	98	179
LOC100644802	1893	1757	1590	1796	1508	1607
LOC100645081	2551	2528	2678	2868	2010	2469
LOC100645196	894	1101	1117	2340	1601	2420
LOC105665869	106	143	71	1	0	1
LOC100645325	1709	1664	1670	2875	2066	2138
LOC105665894	1765	1710	1601	2641	2020	1998
LOC100645446	769	739	739	370	331	352
LOC100645560	154	150	204	162	87	91
LOC100645676	523	349	790	479	495	465
LOC100645909	1077	883	1126	146	93	190
LOC100646143	390	338	351	204	129	200
LOC100646022	3066	2813	3169	2764	1869	2740
LOC100647263	101	90	87	53	51	55
LOC105665871	443	357	311	15	19	22
LOC100646344	11	19	21	38	17	37
LOC110119412	2	1	3	4	0	2
LOC110119413	92	75	103	107	70	52
LOC110119420	2	3	3	6	8	12
LOC100646467	54	50	54	70	67	71
LOC100646586	1192	995	969	412	335	262
LOC100647619	576	457	452	621	471	887
LOC105665895	0	0	0	0	0	0
LOC100647500	841	661	657	805	479	664
LOC100647618	272	198	284	755	695	327
LOC100647146	216	204	212	329	267	285
LOC100647026	663	581	661	316	192	241
LOC100647262	1581	1378	1767	1490	1070	1256
LOC100646906	3440	3092	3024	2111	1427	1378
LOC100647380	1026	972	1157	680	400	426
LOC100647732	235	213	334	327	238	300
LOC100647849	3	2	1	12	8	20
LOC100647731	135	97	189	233	129	203
LOC100647969	61	41	48	82	48	67
LOC105665872	1647	1521	1750	1800	1260	1466
LOC100648092	928	752	826	544	431	419
LOC100647970	2348	2156	1521	83	50	64
LOC100648395	1440	1290	1582	1439	985	1255
LOC100648278	2095	2027	2217	1488	1160	1141
LOC100648093	917	862	867	711	474	565
LOC110119457	14	8	8	12	12	11
LOC100648512	792	837	964	914	659	749
LOC100648862	625	662	619	477	374	421
LOC100648977	299	308	337	325	220	334
LOC100649091	240	221	195	104	82	91
LOC100649331	1327	1260	1379	913	734	725
LOC100649451	1358	1299	1196	715	528	542
LOC100650362	250	233	314	396	229	338
LOC100649770	2868	2606	2046	873	498	573
LOC100649881	2620	2634	1966	1113	477	649
LOC100650241	553	486	607	464	322	472
LOC100649996	974	803	1221	811	551	628
LOC100650116	8076	7829	8071	11805	8107	12225
LOC105665874	26	40	33	62	46	71
LOC100649576	1666	1698	1781	1974	1340	2272
LOC105665873	35	54	73	54	20	28
LOC110119433	23	21	59	9	5	10
LOC110119432	18	9	28	5	3	1
LOC100650810	96	104	194	116	80	94
LOC110119381	31	38	45	7	2	2
LOC110119380	51	57	54	30	16	9
LOC105665875	20	18	24	5	4	7
LOC110119382	3	0	5	0	0	0
LOC100651201	896	763	929	582	370	314
LOC100651080	1862	1819	2217	3016	2424	2422
LOC100651326	2916	2913	2424	1603	1053	1109
LOC100651444	3200	3138	2238	179	121	149
LOC105665876	49	70	91	111	63	97
LOC100652235	57	50	65	15	31	8
LOC100651681	1976	1747	1671	521	489	428
LOC100651802	676	717	631	401	226	274
LOC100652118	273	290	322	147	74	124
LOC100642330	213	177	180	194	152	160
LOC100642207	657	580	694	626	472	485
LOC100642636	937	809	933	1097	662	976
LOC100642880	848	788	1023	1153	879	752
LOC100648206	288	249	290	221	168	180
LOC100642997	338	324	283	204	128	178
LOC100643118	1894	1908	1812	743	475	439
LOC100648321	23	26	34	10	12	16
LOC100643362	662	561	793	719	666	686
LOC100648749	32	37	43	25	16	23
LOC100643609	668	476	482	222	265	166
LOC100643483	922	881	788	673	552	603
LOC100643806	827	818	731	378	230	252
LOC100648863	347	299	297	209	175	147
LOC100643933	36	28	42	69	68	56
LOC100644059	1708	1588	1389	790	483	586
LOC100644293	5272	4863	6751	5211	2352	5254
LOC100644403	1403	1323	1302	3384	2839	4215
LOC110119398	77	121	130	226	125	157
LOC100644523	1136	1078	1297	1311	1050	912
LOC100644723	1399	1461	1632	1191	808	1042
LOC100648978	680	635	593	458	274	341
LOC100644848	2593	2213	2444	3078	1895	2748
LOC100645123	866	793	868	504	433	323
LOC100645245	217	202	196	118	76	60
LOC100645373	1791	1690	2102	2093	1430	1538
LOC100645561	316	272	368	714	519	377
LOC100645795	953	887	1046	815	588	698
LOC100649092	89	76	89	112	70	100
LOC100646023	1120	1106	1023	397	300	219
LOC105665878	1085	933	721	78	62	40
LOC100646144	663	624	466	59	43	26
LOC100646258	759	780	728	749	474	630
LOC100646380	1165	1027	1168	715	559	601
LOC100646505	1336	1381	1451	1546	1027	1261
LOC100646623	3186	2756	2924	3482	2935	2428
LOC100647184	1196	1038	1242	616	409	413
LOC100646740	352	348	334	189	141	187
LOC100647064	619	538	661	1052	890	834
LOC100647297	1090	1036	858	648	355	406
LOC100647420	1663	1525	1482	697	401	494
LOC100647536	512	451	475	322	193	238
LOC100647656	411	376	502	332	184	192
LOC110119445	15	20	24	48	27	28
LOC100647899	18	22	18	57	25	35
LOC100649332	25	34	32	2484	419	2368
LOC100647774	991	947	795	372	205	279
LOC110119393	3	5	3	24	13	58
LOC100648249	266	99	89	34	21	15
LOC110119419	93	46	32	219	62	36
LOC105665879	38	26	20	15	10	1
LOC105665880	86	56	84	74	38	37
LOC105665881	84	39	84	24	21	12
LOC100648361	204	179	254	255	174	217
LOC100648475	2974	2865	2091	222	141	136
LOC100648824	171	158	176	167	140	102
LOC100648596	512	468	450	325	230	264
LOC100648710	1284	1255	1572	2015	1448	1637
LOC100649019	599	534	557	319	242	289
LOC100649577	529	437	512	333	167	217
LOC100649136	445	425	506	783	559	633
LOC100649257	714	603	770	782	560	669
LOC110119389	80	53	67	106	75	95
LOC100649692	355	333	360	220	178	134
LOC100649808	2236	2200	1830	991	620	619
LOC100649452	29	22	31	65	44	85
LOC105665882	20	35	44	87	39	113
LOC100649927	6389	5614	6394	5472	3532	4131
LOC100650440	861	1014	1030	1054	662	821
LOC105665883	54	52	68	50	19	63
LOC110119388	1	2	0	0	0	0
LOC100650561	1786	1570	2768	1637	1788	1088
LOC100650685	2273	2252	1751	2483	1532	1772
LOC100651128	109	89	156	205	183	267
LOC110119391	8	9	3	8	19	5
LOC100650926	605	537	632	1136	852	1219
LOC100651248	1268	1162	1490	1691	1190	1060
LOC100651523	130	161	179	199	112	112
LOC100651760	805	709	683	878	563	641
LOC100651880	525	412	283	28	20	34
LOC100651640	1813	1690	1713	1032	751	700
LOC105665884	1363	1186	1566	3587	2520	2328
LOC100652119	457	424	407	95	63	102
LOC100651997	1081	1006	1091	1471	948	922
LOC100642283	1749	1629	1311	432	281	294
LOC100642402	218	222	189	253	196	372
LOC105665886	114	88	101	192	116	146
LOC100642518	693	540	612	377	281	240
LOC100649578	487	439	423	691	642	638
LOC100642726	4485	4163	3898	2494	1299	1937
LOC100642962	516	487	561	383	294	297
LOC100642844	3228	3276	2794	2282	1060	1632
LOC100649693	293	354	522	82	247	55
LOC100643200	58	44	65	125	67	123
LOC100643326	974	920	1034	979	739	644
LOC100643449	541	464	486	290	215	205
LOC100643694	294	243	344	411	292	451
LOC110119458	0	0	0	0	0	0
LOC100643574	828	728	1246	3255	2227	4369
LOC100643848	800	763	844	540	372	446
LOC100644091	769	678	772	629	413	506
LOC100643972	3999	3767	4404	3976	3437	3632
LOC105665897	1	3	0	0	4	5
LOC105665898	1	0	1	26	14	48
LOC100649809	0	3	0	71	38	119
LOC100644208	52	61	89	54	73	45
LOC100644440	1094	1022	1246	1449	1136	953
LOC100644803	1270	1199	1168	673	506	527
LOC100644679	265	235	294	626	476	259
LOC105665888	0	0	0	0	0	1
LOC100645047	849	613	921	1022	756	600
LOC100644925	945	794	866	389	235	281
LOC100644558	633	697	668	609	385	376
LOC100645286	1228	1167	1050	676	441	467
LOC100645408	279	196	289	303	292	206
LOC100645522	1874	1683	1628	890	585	531
LOC100645874	391	366	338	214	135	178
LOC100645989	261	289	356	369	337	327
LOC100645631	301	369	287	982	800	692
LOC105665889	24	32	53	35	22	15
TRNAS-GCU	0	0	0	0	0	0
LOC100646107	247	216	338	338	275	275
TRNAS-AGA-3	0	0	0	0	0	0
LOC100646414	148	136	193	308	261	108
LOC100646297	67	83	100	77	71	61
LOC105665890	384	339	382	466	331	386
LOC105665900	3	0	7	12	18	6
LOC105665901	8	2	7	21	62	21
LOC100645124	14	18	4	3	15	6
LOC105665905	72	80	27	1	0	1
LOC105665904	10	20	12	27	30	38
LOC105665903	102	82	91	12	11	7
LOC100642927	349	310	325	124	84	110
LOC105665902	1	0	1	1	0	0
LOC110119384	4	1	3	4	1	1
LOC100643042	331	319	335	343	273	238
LOC100645246	806	695	617	316	188	257
