gene_id	ERR883767_1	ERR883768_1	ERR883769_1	ERR883770_1	ERR883771_1	ERR883772_1
LOC100650970	359	400	318	136	89	128
LOC100650452	685	754	763	949	640	817
LOC100650694	580	504	615	656	433	558
LOC100650570	337	270	309	264	175	283
LOC100650213	171	140	88	83	50	89
LOC100650091	1690	1595	1666	1247	882	953
LOC100649969	2165	1902	1989	1188	1146	1437
LOC100649853	715	635	622	325	215	259
LOC100649663	307	322	352	412	276	473
LOC105665634	490	481	485	264	176	197
LOC100645884	409	395	302	99	72	79
LOC100649545	259	232	273	357	290	295
LOC105666245	37	30	30	3	1	1
LOC110119681	0	0	0	0	0	1
LOC100645768	4	9	11	2	0	8
LOC100649304	570	654	1035	853	211	681
LOC110119689	5	2	3	72	58	74
LOC105666274	0	1	2	22	18	39
LOC100649185	1556	1405	1154	443	280	380
LOC100648795	854	890	1018	1108	633	722
LOC100648910	855	764	837	533	412	453
LOC100645647	3285	2896	1995	6	6	9
LOC100648687	789	741	704	523	362	358
LOC105666244	1821	1545	2117	8984	8559	5196
LOC100648481	547	611	848	1649	935	1425
LOC100645532	27	36	47	51	12	25
LOC100648368	281	303	357	329	247	250
LOC100648173	878	766	812	745	539	613
LOC100648061	677	625	580	296	172	300
LOC100645417	185	151	184	125	73	92
LOC105665636	2	2	4	7	1	4
LOC100645294	0	1	2	0	2	0
LOC100645055	2	1	1	5	2	3
LOC100644815	2	4	0	0	1	5
LOC110119693	32	25	7	2	0	2
LOC100644571	1	0	7	5	1	0
LOC100644453	0	0	0	5	0	11
LOC100644336	4	2	1	0	0	2
LOC100644217	39	63	43	9	4	13
LOC105666243	1633	1498	1153	501	376	346
LOC100647867	458	425	368	316	261	286
LOC100647543	2486	2215	1631	258	140	176
LOC100647427	1318	1244	776	146	87	105
LOC100647305	7	5	7	10	8	12
LOC100647190	815	754	769	78	72	76
LOC100644098	444	380	189	3	0	3
LOC100643979	31	24	20	57	26	119
LOC100643855	82	107	94	9373	3332	12607
LOC105666273	4	7	7	3	4	0
LOC100647071	1184	1136	1153	981	655	966
LOC100646955	384	447	379	278	176	189
LOC100646717	873	851	566	21	9	15
LOC110119694	3	0	1	0	0	0
LOC100646595	0	0	0	1	2	1
LOC100646476	21	26	26	32	24	24
LOC100643210	41	29	57	128	102	102
LOC100646353	42	29	32	16	11	12
LOC100646033	1216	1089	1233	2239	1900	1771
LOC100646234	260	228	290	363	235	310
LOC100645918	1294	1349	1237	656	402	442
LOC100645725	1073	963	1051	1402	1100	809
LOC110119704	0	0	2	11	12	7
LOC100645457	14	12	14	57	34	53
LOC105666242	788	623	1176	1060	894	886
LOC100645337	3692	3265	3018	965	672	1119
LOC100645208	1295	1295	1182	676	410	603
LOC100645091	107	105	63	24	19	26
LOC100644855	12	4	5	9	2	2
LOC100644971	1153	987	1258	975	679	856
LOC110119673	37	24	28	58	59	56
LOC100644731	9	7	2	33	26	31
LOC100644612	2997	2753	3727	1530	1240	1326
LOC100644374	331	288	253	59	49	49
LOC100644303	3602	2905	4082	2885	1450	3003
LOC100644184	487	456	432	290	198	187
LOC100643946	535	514	515	395	332	264
LOC100644070	678	605	626	591	347	382
LOC100643818	754	734	810	919	709	591
LOC100643704	3120	2738	2323	1304	725	854
LOC105666240	258	204	216	352	267	264
LOC100643495	1783	1690	2133	2400	1802	1748
LOC100643374	1015	1058	1309	1197	871	802
LOC100643250	1159	1082	1233	1082	786	826
LOC100643006	247	237	235	294	196	206
LOC100642892	2084	1748	2131	1941	1263	1961
LOC105666239	28	22	21	18	17	21
LOC100642767	848	823	1164	1082	735	714
LOC100642411	275	244	318	209	150	198
LOC100642649	617	567	587	207	161	172
LOC100642529	1146	1094	1091	522	355	322
LOC100643088	742	666	827	863	688	571
LOC100642291	1680	1636	1930	1273	773	775
LOC100652318	591	522	666	710	381	542
LOC100652201	3181	2719	2547	1567	965	1143
LOC100642970	787	744	1032	1518	1101	1332
LOC110119698	14	11	22	21	11	48
LOC110119699	3	6	4	3	2	3
LOC100642856	1268	1184	1497	1308	1002	941
LOC100650123	19	19	21	71	23	60
LOC100651960	418	508	703	1166	666	1050
LOC100650370	8	7	20	32	8	38
LOC100648950	200	145	128	157	57	77
LOC100647906	610	779	1058	1311	801	1461
LOC110119700	21	23	33	22	15	32
LOC110119170	738	835	938	2183	1919	1962
LOC100646958	3164	3119	4301	3919	2749	2716
LOC100642735	0	2	1	2	2	1
LOC100644935	1	0	1	0	0	2
LOC110119727	0	0	0	1	2	3
LOC100643585	373	381	509	1863	1546	1114
LOC100652050	1356	1247	1120	2221	2652	3256
LOC100651458	495	439	541	915	589	935
LOC100646191	902	765	848	472	317	299
LOC100650895	1873	1590	2017	1309	762	1231
LOC100648949	306	247	329	247	163	298
LOC100649890	109	116	114	126	113	43
LOC100647780	49	41	63	333	185	329
LOC100644901	100	45	61	427	237	628
LOC100642613	720	658	767	577	490	502
LOC100643584	1875	1685	2175	1420	1227	1172
LOC110119685	1	2	3	1	0	2
LOC100651576	1226	1177	1247	945	693	971
LOC100642498	274	318	354	1352	733	1168
LOC110119687	1	3	13	32	16	9
LOC110119688	0	1	0	2	0	1
LOC100642377	144	48	182	170	151	200
LOC110119686	0	0	0	1	0	1
LOC100642257	0	0	0	2	0	4
LOC100652289	61704	66555	104578	40600	32191	16391
LOC100652169	3	4	4	0	0	0
LOC110119680	2	5	1	0	0	1
LOC100643007	815	967	1580	6114	3513	2912
LOC100651693	911	894	1023	652	506	419
LOC100649222	503	547	664	760	545	631
LOC100651931	1406	1233	894	87	70	51
LOC100647988	513	478	417	70	62	40
LOC105666272	0	0	1	1	0	0
LOC100645919	744	710	633	366	241	239
LOC105666235	22	15	27	39	19	26
LOC105666234	95	98	123	93	52	58
LOC100644452	155	187	189	125	63	78
LOC110119656	12	12	13	0	4	0
LOC100642969	373	402	447	412	252	257
LOC105666233	320	268	315	345	243	279
LOC100651844	389	354	356	274	192	192
LOC100650334	11	7	6	7	3	5
LOC100651814	0	0	1	1	0	0
LOC105666271	3	3	1	32	18	61
LOC100646836	1276	1231	1143	836	511	936
LOC105666232	1	5	5	18	10	5
LOC100647664	4559	4188	5699	3454	1679	2917
LOC100644491	2010	1963	1806	2537	1700	2608
LOC100643129	4	8	4	14	12	10
LOC100651577	1	0	0	0	1	0
LOC100644028	447	443	579	596	344	442
LOC100652132	1394	1327	1398	1496	772	1226
LOC100649421	705	696	1203	1668	477	778
LOC100646070	1619	1544	2344	2286	687	1459
LOC105666231	12	8	18	194	55	142
LOC105666270	2	3	2	1	1	0
LOC100646959	886	848	1030	841	608	711
LOC100647075	909	832	818	588	392	436
LOC105666301	1112	956	1132	2121	1266	1571
LOC100646839	1968	1813	1761	1091	775	701
LOC105666308	4	4	2	0	1	3
LOC100650249	7	6	8	8	5	8
LOC105666300	177	164	279	489	360	396
LOC100646597	3554	3368	3648	3078	2807	2194
LOC100646720	1585	1436	1424	942	697	713
LOC110119711	223	207	217	251	211	198
LOC100650124	32	26	54	79	53	94
LOC110119713	10	4	14	2	2	1
LOC100646478	2135	2045	1638	475	311	399
LOC100649892	7	8	8	12	7	18
LOC110119712	7	13	4	6	4	13
LOC110119669	0	1	0	6	0	7
LOC100649781	630	684	849	1099	756	932
LOC100646121	888	829	842	606	435	623
LOC100646001	1559	1303	1516	882	629	738
LOC100645803	663	1038	1233	2819	1608	2243
LOC100645684	1132	1070	1221	1125	910	1020
TRNAI-AAU-5	0	0	0	0	0	0
LOC100645459	640	553	678	1081	739	565
LOC100645568	631	771	1064	658	477	292
LOC100644858	664	629	536	470	291	345
LOC100645094	981	840	1046	1211	793	754
LOC100645210	795	725	812	664	371	621
LOC100644974	3106	2902	2907	4226	3847	3403
LOC100644734	573	583	457	226	251	371
LOC100644454	78	65	72	236	172	197
LOC100644337	7357	4716	6270	6038	4718	7512
LOC100644218	2678	2401	1608	2022	1010	1409
LOC100643778	971	959	1031	1005	643	797
LOC100643662	1181	1138	1211	828	548	556
LOC100643540	1658	1500	1588	1566	1136	1090
LOC100643211	2821	2614	2410	1896	1400	1445
LOC100643337	608	603	477	221	213	218
LOC100643089	1840	1755	2360	3104	2485	2315
LOC100649668	812	823	918	1586	1131	1120
LOC100642894	1145	1002	1012	344	288	260
LOC100652204	2898	2946	4656	21106	13851	19132
LOC100649549	138	93	104	979	541	1267
LOC100642616	42	47	42	124	46	109
LOC100652086	562	544	597	520	363	433
LOC100642258	314	309	327	270	223	225
LOC100642379	436	390	466	332	241	311
LOC100649423	4	3	16	8	9	21
LOC100651963	604	705	802	490	405	382
LOC100642500	663	606	813	640	571	1303
LOC100651845	665	642	642	370	253	262
LOC100651535	245	203	363	77	91	47
LOC100650737	3911	3929	4736	4298	3408	4096
LOC100651217	960	866	1121	466	288	282
LOC100649306	133	114	158	39	29	40
LOC100651413	383	361	388	267	150	229
LOC100650973	387	376	342	447	533	453
LOC100649069	165	141	192	642	553	686
TRNAA-UGC-5	0	0	0	0	0	0
LOC100650855	1640	1545	1561	1229	880	1118
LOC100648951	2387	1610	3828	7847	6045	8698
LOC100651094	18331	20771	22186	16020	21995	23062
LOC100648719	1456	1380	1255	1115	759	1189
LOC105666298	38	44	51	108	62	69
LOC100649780	1022	1216	1436	1629	1215	1421
LOC100650168	541	519	571	802	561	605
LOC100650494	712	674	826	1134	993	1035
LOC100649970	534	473	531	357	291	244
LOC100650295	5841	5227	4726	1071	719	736
LOC105666305	25	17	26	12	3	5
LOC105666297	112	87	94	2	1	4
LOC100649667	5040	4321	3226	177	126	159
LOC100649344	1308	1252	1075	767	493	821
LOC110119726	6	4	8	3	2	0
LOC100649224	303	287	349	203	154	136
LOC100648874	483	481	561	432	258	284
LOC100649106	1110	1041	1047	782	325	367
LOC100648761	314	341	325	377	252	401
LOC110119668	4	6	8	0	0	0
LOC100648648	1053	927	844	576	452	497
LOC110119663	0	0	0	2	1	0
LOC100648221	7079	6974	7297	4969	4192	4317
LOC110119714	0	1	3	3	0	2
LOC100648333	129	110	170	247	194	128
LOC100648450	512	374	738	780	751	430
LOC100648108	2365	2126	2304	1399	900	1069
LOC100647907	356	281	374	360	204	232
LOC100647667	293	331	420	1111	627	1393
LOC100647546	1738	1648	1353	880	612	883
LOC100646991	1487	1266	1273	417	324	301
LOC100646872	1599	1607	1323	946	639	755
LOC100647229	683	566	1464	15557	10948	18964
LOC100646552	266	235	176	443	245	409
LOC100646673	1222	1125	1276	992	701	684
LOC100647349	83	65	74	41	39	44
LOC100647111	17643	17287	26624	32127	26206	21054
LOC100646310	1167	1163	1308	576	413	420
LOC105666294	951	908	960	845	725	580
LOC100648604	628	636	368	39	39	32
LOC110119156	10	13	8	3	0	2
LOC100646072	595	588	478	227	159	168
LOC100646192	15815	13667	17076	15142	12658	11577
LOC100645958	1751	1557	1455	933	943	1721
LOC100645845	1077	1101	878	343	184	249
LOC100645727	29	37	30	141	78	152
LOC100645093	1079	998	885	428	316	215
LOC100645295	2203	1861	1931	2619	1671	1793
LOC100644973	845	847	1013	839	654	865
LOC100645605	130	130	151	94	70	68
LOC100644857	1659	1460	1903	2013	1422	1498
LOC100644733	131	103	113	204	143	341
LOC100644614	2436	2310	1840	489	387	415
LOC100644493	1302	1188	1033	454	275	281
LOC100643539	956	949	978	184	82	87
LOC100648484	313	336	272	137	100	94
LOC100643416	1230	1179	1214	1035	741	688
LOC100644144	624	526	704	1089	659	755
LOC100644264	1194	953	1380	5970	4440	4057
LOC100643294	1183	1131	947	549	380	389
LOC100643902	776	661	560	181	144	145
LOC100643661	332	317	418	319	254	294
LOC100643777	8752	7935	11768	10045	4552	6786
LOC110119715	13	7	5	7	4	9
LOC100643054	1069	1134	1089	586	363	391
LOC105666293	0	1	4	3	1	0
LOC100648371	43	33	52	37	14	33
LOC105666304	41	24	34	30	8	42
LOC100642736	451	511	422	480	343	455
LOC100642499	235	261	311	543	279	274
LOC100642615	23	15	11	14	14	21
LOC100642378	645	686	764	760	426	550
LOC105666292	4838	4318	4456	13781	11543	7255
LOC110119720	5	7	7	4	1	8
LOC100648256	1062	904	1161	1271	1078	1057
LOC100652085	3977	3656	2552	1077	748	734
LOC100652203	9	2	3	7	4	7
LOC100652320	882	853	1106	1072	835	992
LOC100651962	574	533	639	570	418	468
LOC105666291	27	33	21	38	36	34
LOC100651769	1103	1221	1164	984	816	1214
LOC105666290	19	24	30	35	23	23
LOC100651578	2605	2464	1625	22	19	9
LOC100651459	426	334	347	599	381	616
LOC100648142	9	7	19	89	53	92
LOC100648028	7	4	2	6	6	15
LOC100651340	1583	1440	1270	1020	668	883
LOC100651216	385	303	292	85	49	48
LOC100651093	417	369	365	296	212	183
LOC100650612	347	294	294	198	92	141
LOC100650493	330	328	401	423	252	311
LOC100650972	396	326	388	638	290	440
LOC100650736	80	78	70	105	80	100
LOC100643856	293	247	257	146	107	90
LOC100643739	416	388	554	1672	1609	1122
LOC100643620	7580	7359	7896	4046	2851	2865
LOC100643417	121	118	116	96	75	48
LOC110119682	0	0	0	2	0	0
LOC100643212	264	215	172	114	82	158
LOC100647783	536	485	561	491	381	330
LOC100642465	10152	9536	11406	6863	5263	5324
LOC100642580	1460	1317	1367	1359	889	977
LOC100642858	462	463	510	1231	813	986
LOC110119683	25	16	30	40	28	43
LOC100642259	108	99	109	87	71	70
LOC100652205	1203	1063	1163	1120	837	959
LOC100652087	1042	888	1090	692	584	542
LOC100651964	620	651	299	47	21	53
LOC100651846	446	446	482	307	269	235
LOC100651495	709	770	775	1129	894	936
LOC105666287	0	6	1	11	3	0
LOC100651725	715	644	608	760	426	640
LOC105666288	65	51	89	50	48	3
LOC100651378	1781	1692	1762	1379	963	1062
LOC100651256	39	32	44	44	17	42
LOC110119678	120	113	129	15	9	65
LOC100650974	567	576	585	593	339	417
LOC110119708	28	29	32	31	25	20
LOC100650856	449	428	551	648	556	608
LOC100650738	576	604	603	451	326	406
LOC100650371	2647	2737	2982	2130	1308	1699
LOC100650007	597	547	607	677	427	505
LOC100650495	881	998	1006	2724	1294	3908
LOC100650614	1321	984	1430	1364	642	732
LOC105666285	6708	6047	8129	9456	4714	8203
LOC100648835	871	822	1079	1332	973	1047
LOC100647908	1157	1017	1336	1252	955	1053
LOC105666302	182	192	223	139	110	163
LOC105666284	162	104	165	269	120	201
LOC100647430	953	867	675	343	271	222
LOC100647668	7	11	15	18	6	19
LOC100646355	79	77	94	480	316	577
LOC100643903	736	762	774	355	224	231
LOC100651653	912	856	1221	2617	1588	2301
LOC105665618	1360	1231	1360	874	707	888
LOC110119703	8	7	11	14	5	9
LOC100650613	467	512	588	636	405	487
LOC100648991	197	161	158	34	27	36
LOC100647782	5	1	2	7	6	12
LOC105666282	227	200	91	0	0	0
LOC100645499	559	563	747	305	262	268
LOC100644029	1347	1358	1492	1605	1274	1420
LOC100642857	1320	1206	1368	1921	1401	1365
LOC100650854	6143	5412	7227	4567	3656	3942
LOC100651610	1399	1324	1363	696	582	542
LOC100643009	1460	1275	1657	7557	6532	5603
LOC100649187	1690	1378	1821	1278	1044	1045
LOC100649548	2490	1990	3143	2696	2674	1870
LOC105666281	21	23	21	36	16	29
LOC105666280	9	6	7	5	2	3
LOC100652051	249	249	261	250	162	204
LOC110119771	20	35	11	44	33	81
LOC100652206	3619	3578	3975	1269	1462	998
LOC105666309	17	13	19	3	6	3
LOC110119770	1	4	1	3	5	4
LOC100643858	10980	6741	13715	4606	5162	3255
LOC100644219	70	80	85	106	63	143
LOC100642769	26	63	33	32	21	53
LOC100646553	914	735	874	1925	1366	1571
LOC100647634	591	492	584	409	284	428
LOC100648720	12239	15653	15655	7058	6061	7701
LOC100651171	17872	18332	19187	6020	7237	5161
LOC100642650	12938	12857	14324	10007	10989	7982
LOC105666310	37	29	68	145	135	114
LOC100643740	1284	1383	1434	936	639	696
LOC100648649	522	453	496	430	258	322
LOC100647816	1014	814	936	766	575	704
LOC105666311	207	184	230	210	139	176
LOC100646479	1042	1054	1143	1117	793	908
LOC100647587	732	704	531	376	157	238
LOC105666312	434	394	325	266	153	163
LOC110119782	47	45	56	92	65	76
LOC100651257	765	728	634	334	219	259
LOC100647701	6115	5283	6612	5130	2505	4831
LOC100650050	3316	3288	3112	1902	1086	1379
LOC110119784	3	1	2	5	5	5
LOC110119783	0	0	2	7	20	18
LOC100647937	1533	1498	2021	2087	1187	1834
LOC100648064	384	304	382	253	137	207
LOC100651726	416	355	443	257	174	191
LOC100652290	685	587	592	947	808	652
LOC100648176	691	655	638	694	385	432
LOC100648292	51	55	46	47	38	34
LOC100652170	388763	378274	577403	53501	59028	25075
LOC100642895	1418	1463	1651	1118	1003	769
LOC100651847	46	38	23	61	33	28
LOC100643010	2211	2097	1526	494	357	478
LOC100643131	541	513	486	232	104	133
LOC100648410	879	798	484	15	12	4
LOC100648528	130	125	140	175	95	139
LOC100643254	876	772	738	123	74	64
LOC110119779	2	3	6	3	0	3
LOC100643622	883	971	1213	1235	667	935
LOC100643498	1622	1381	1025	100	55	55
LOC100643378	687	832	912	1425	892	1174
LOC105666314	995	1035	901	405	341	379
LOC100643741	858	829	764	905	605	810
LOC105666315	508	431	312	4	5	13
LOC100643982	1251	1520	1712	3759	2451	3162
LOC100644456	0	0	2	0	0	0
LOC110119749	0	1	0	11	1	14
LOC100644220	654	413	820	1264	1188	792
LOC100644339	404	319	445	414	535	186
LOC100644691	471	463	559	643	456	578
LOC100643980	602	599	495	267	167	176
LOC105666316	756	672	600	428	244	342
LOC100648762	1029	1026	751	658	575	698
LOC100644099	151	143	217	520	513	199
LOC105666317	1	0	0	1	0	2
LOC100644455	619	579	565	533	409	408
LOC100644572	1385	1229	1316	1041	896	936
LOC100644690	94	87	88	208	132	238
LOC100644816	0	0	0	0	0	0
LOC100644936	0	0	0	0	0	0
LOC110119747	0	0	0	0	0	0
LOC100645056	66	78	79	336	224	307
LOC105666327	0	0	0	1	1	1
LOC100645340	22	8	5	17	10	14
LOC100648875	32	36	49	149	93	168
LOC100645460	919	782	1163	2231	2022	3204
LOC100645648	44	22	22	208	300	370
LOC105666319	5616	3971	8382	19006	15368	8601
LOC100645885	2132	1850	3524	20829	8687	24383
LOC100648992	11	10	16	24	21	36
LOC100646193	27	9	27	44	35	33
LOC100646002	193	141	207	503	448	405
LOC100645769	82	64	104	44	37	41
LOC100646311	0	0	3	0	0	3
LOC100649107	243	328	313	684	382	750
LOC100646431	0	1	0	4	1	11
LOC100649225	10	2	12	50	25	43
LOC100646873	4657	3271	5655	536	634	1072
LOC105666328	7	4	7	28	13	32
LOC100646992	5	13	17	29	6	91
LOC105666329	0	0	0	1	0	1
LOC100647112	1	6	1	33	33	11
LOC100649345	992	955	1237	1551	906	1295
LOC110119763	9	7	8	9	7	2
LOC100647747	29	19	20	26	27	25
LOC100649463	137	126	107	71	54	44
LOC100649588	739	724	465	143	95	127
LOC105666320	43	44	49	50	26	32
LOC100647431	209	210	190	177	151	173
LOC100647310	196	232	218	326	178	211
LOC100647989	1168	1111	1165	317	236	177
LOC100647869	962	891	927	565	310	341
LOC100648334	808	702	775	610	437	496
LOC100648222	388	226	429	392	356	343
LOC100648109	9746	8495	11070	9447	9769	7066
LOC100649702	674	651	671	654	486	825
TRNAV-UAC	1	0	1	0	1	0
LOC100648485	3581	3119	3152	2114	1547	1833
LOC100648605	1706	1545	1146	257	153	215
LOC100648836	1681	1471	1249	369	269	370
LOC100648952	1263	1004	1093	752	528	594
LOC100649268	1509	1239	1660	1971	1567	1331
LOC100649634	284	275	318	391	233	261
LOC100649389	1010	914	987	502	377	386
LOC100649511	1424	1315	1105	310	268	210
LOC100649147	201	181	262	346	273	435
LOC100649743	336	309	325	268	201	235
LOC100649854	318	326	364	293	187	242
LOC100650092	14	24	15	6	10	32
LOC105666321	0	0	3	15	3	15
LOC100649939	41	59	114	61	33	41
LOC110119173	5852	4666	7203	2806	2218	1892
LOC100650336	806	935	985	1045	753	687
LOC100650572	864	852	1102	1942	2313	1276
LOC100650697	452	432	395	383	309	272
LOC100650820	7704	6726	7818	3307	3184	3012
LOC100631072	1637	1488	1958	1520	1262	1343
LOC100651049	771	657	549	297	229	265
LOC100651654	4875	4545	3933	1355	1148	1066
LOC100651293	494	436	440	503	360	418
LOC100651414	1401	1358	1238	900	575	781
LOC100651536	127	134	138	338	241	384
LOC110119773	0	0	0	84	27	143
LOC105666323	2	3	1	92	59	39
LOC110119775	25	16	8	6	3	1
LOC100650169	468	579	701	1317	803	777
LOC100650413	2	1	0	2	1	1
LOC110119172	3	2	0	0	0	0
LOC100650535	4	4	10	2	1	0
LOC100651770	1	0	0	1	0	4
LOC105666324	6	2	8	1	1	3
LOC110119774	7	7	13	15	2	4
LOC100650656	17	18	31	14	0	6
LOC100650779	2629	2258	1645	571	513	453
LOC100652088	171	149	149	128	127	94
LOC110119738	4	6	8	19	9	16
LOC100651965	2773	2545	2398	1254	717	685
LOC100652321	215	305	226	604	422	1058
LOC100642293	192	212	201	501	326	432
LOC100642531	661	618	691	432	336	386
LOC110119748	21	17	19	3	6	4
LOC100642413	4169	4090	4787	4678	3179	2906
LOC100642859	1416	1116	1100	953	704	573
LOC100643055	1708	1749	2416	2159	1607	1506
LOC100651379	2461	2462	2431	7685	4722	4335
LOC100643253	1866	1628	2152	2711	1777	2387
LOC100651496	671	485	575	460	401	340
LOC100643377	604	523	550	303	231	210
LOC100643621	122	80	140	309	154	199
LOC100643497	328	335	401	321	287	216
LOC100643857	164	124	259	200	208	127
LOC100643981	384	452	598	1154	834	790
LOC100644186	558	601	632	714	540	517
LOC100644304	818	706	856	764	534	575
LOC100644414	213	200	357	1454	912	1234
LOC100644532	430	472	429	329	217	260
LOC100644652	1233	1201	1168	1583	993	1213
LOC100644902	206	213	420	363	300	211
LOC105666326	45	22	29	27	13	25
LOC105665617	588	604	653	295	186	249
LOC100644775	66	61	75	154	102	70
LOC100645021	713	471	1063	855	1031	722
LOC100645296	203	201	282	705	566	531
LOC100645606	1233	1200	1725	3127	2461	2931
LOC110119777	17	21	23	7	11	10
LOC100645804	1084	1090	1103	511	291	373
LOC100645920	11391	10296	7122	305	199	247
LOC110119776	87	88	117	59	38	53
LOC100646034	315	261	318	363	238	210
TRNAY-GUA-6	0	0	0	0	0	0
LOC105666330	60	46	42	38	25	51
LOC100646598	1657	1236	2078	1904	1516	1340
LOC100646237	544	485	679	744	630	534
LOC110119760	12	8	5	15	7	8
LOC100646356	867	744	801	620	411	507
LOC100646795	293	281	257	244	141	195
LOC100646919	1085	1049	982	582	382	402
LOC100647113	1608	1536	1466	1211	757	1003
LOC100647231	636	606	807	719	510	440
LOC100647350	188	149	168	117	91	104
TRNAN-GUU-5	0	0	0	0	0	0
LOC100647472	0	2	3	6	2	1
LOC100642860	14	15	13	32	17	32
LOC100646875	2205	1671	1665	1900	3004	628
LOC100646798	53	45	60	26	34	9
LOC100642737	19	32	48	192	108	281
LOC110119752	0	1	1	12	3	16
LOC100642617	5	2	3	7	2	9
LOC100646675	4454	3978	3916	2467	1567	2080
LOC100644222	488	524	496	496	261	387
LOC100646195	423	371	462	407	284	287
LOC100645686	214	196	267	266	195	213
LOC100645344	10692	9320	11238	74133	65815	40902
LOC105666361	17	17	24	302	242	202
LOC100645571	1378	1226	1290	1455	937	824
LOC100645214	5127	4317	6471	6208	3468	2967
LOC100645022	789	739	781	462	346	416
LOC100631060	382	500	406	380	263	172
LOC100644903	107	130	145	421	365	280
LOC105666360	2714	2514	3320	1569	1177	1247
LOC100644653	1001	923	939	652	472	507
LOC100645463	2768	2317	2002	925	776	695
LOC100644776	1193	1305	1067	989	628	650
LOC110119743	1	0	0	0	0	0
LOC100644031	520	476	588	495	307	438
LOC100643663	1906	1680	1564	772	616	771
LOC100643904	951	851	816	643	394	633
LOC100643541	1568	1372	1327	1369	1042	832
LOC100643779	7350	5893	10549	145	747	20
LOC100643418	228	236	341	437	365	415
LOC110119740	0	0	2	0	6	2
LOC100643295	282	312	322	298	211	211
LOC110119744	5	11	19	1	2	2
LOC100642771	1311	1232	1065	1379	988	1432
LOC100642382	4	2	1	45	18	73
LOC100652324	1	2	1	151	69	223
LOC100642653	852	857	1125	400	377	870
LOC100642534	496	441	461	230	162	220
LOC100642416	752	645	562	264	145	231
LOC100652208	1215	1273	1428	2762	1627	2077
LOC100652090	62	40	52	54	22	96
LOC100642296	170	145	180	1720	614	2307
LOC100652251	590	421	658	42	22	73
LOC100652134	120	100	128	82	49	50
LOC100652012	3044	2727	3857	2354	1186	2156
LOC100651815	405	338	376	270	182	218
LOC100651697	57	28	38	16	33	2
LOC100651969	11	23	16	19	5	5
LOC100651460	101	84	117	162	112	121
LOC100651218	1750	1603	1736	1241	912	1071
LOC100650975	3435	3305	3771	2588	1525	2188
LOC100651095	1727	1554	1969	2164	1771	1774
LOC100650740	2350	2152	2670	14686	13154	8632
LOC100650616	655	676	703	620	500	556
LOC100650858	1249	1070	1064	792	502	920
LOC110119758	8	3	10	18	6	15
LOC100650497	18	9	8	43	31	42
LOC100651729	174	154	211	146	140	257
LOC100650251	3099	3250	3255	3498	2428	3156
LOC110119761	326	300	149	4	1	2
LOC100649895	1168	1026	1016	944	630	665
LOC100649782	991	962	1313	1311	781	916
LOC100649669	1270	1162	826	189	120	115
LOC100649551	1156	1121	1488	1261	885	1182
LOC110119772	1	3	7	6	4	12
LOC100649425	1052	1059	922	516	342	417
LOC100649189	3082	2716	3428	2776	1197	2232
LOC100648530	1368	1248	1315	776	532	602
LOC100648336	2101	1900	1735	1048	759	717
LOC100648994	541	498	580	308	212	203
LOC100647909	830	751	816	713	616	552
LOC100648110	450	459	505	496	313	360
LOC100648877	122	111	146	151	143	163
LOC100648223	467	421	517	680	618	618
LOC100648764	1005	840	1054	1773	1238	1457
LOC100647784	297	321	278	188	101	98
LOC100647669	322	292	301	244	215	177
LOC105666359	75	57	99	117	127	126
LOC105666358	11	8	15	10	1	8
LOC100647548	189	158	226	289	198	174
LOC100647433	2784	2411	2954	1322	936	914
LOC100647312	908	780	862	698	483	551
LOC100647039	3858	3748	5165	7588	4111	4409
LOC100646797	345	362	410	413	179	380
LOC110119750	20	11	19	48	33	28
LOC105666357	68	78	58	0	0	1
LOC100646921	10	7	5	0	1	0
LOC100646600	1917	1547	2616	2476	2931	2110
LOC100646481	1072	1100	822	936	717	761
LOC100646358	665	594	781	642	554	489
LOC100646239	294	253	400	386	429	552
LOC100646123	584	629	656	821	567	474
LOC100646005	14141	12071	16987	16520	7599	14360
LOC100645772	550	443	328	612	259	365
LOC100645650	2522	2358	3168	1350	1866	834
LOC100645534	4352	3647	4479	3649	3956	2249
LOC100645343	1853	2219	1606	2399	1559	1183
LOC100645213	516	596	615	597	442	470
LOC100645096	232	218	247	242	143	196
LOC100644976	13	14	23	33	16	23
LOC100644860	278	256	172	18	9	11
LOC100644736	252	284	238	109	97	60
LOC100644495	1029	857	930	211	156	134
LOC100644221	82	103	100	3296	5917	1315
LOC100644101	1210	531	419	207	86	10
LOC100643983	1394	1277	1489	1645	1214	1373
LOC100643859	150	193	191	163	126	92
LOC100643500	1303	1247	1463	1582	1113	1565
LOC100643624	10472	11941	10192	3825	4387	2394
LOC110119739	52	55	106	55	58	59
LOC100643380	1247	1531	872	718	480	721
LOC100643133	938	894	1200	1374	910	1592
LOC110119757	6	6	21	16	12	18
LOC100642937	1241	1063	1682	2636	2559	1641
LOC100642652	14581	15763	23441	108146	84375	85152
LOC100651613	222	206	189	207	174	115
LOC100642533	350	293	227	165	99	153
LOC100651381	2	0	1	3	2	4
LOC100642415	65	66	107	210	184	116
LOC100642295	447	544	533	1239	1255	1588
LOC100652207	268	286	349	241	121	188
LOC100651537	704	662	526	246	210	136
LOC100651849	2352	2239	2227	1322	949	947
LOC100651968	4843	4017	4945	20216	15718	14451
LOC100651728	775	713	1064	747	608	364
